name,openapi_url,logo_url,description,category,publish_npm
amazonaws-com-wafv2,https://api.apis.guru/v2/specs/amazonaws.com/wafv2/2019-07-29/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>WAF</fullname> <note> <p>This is the latest version of the <b>WAF</b> API, released in November, 2019. The names of the entities that you use to access this API, like endpoints and namesp...",Cloud,true
amazonaws-com-wellarchitected,https://api.apis.guru/v2/specs/amazonaws.com/wellarchitected/2020-03-31/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Well-Architected Tool</fullname> <p>This is the <i>Well-Architected Tool API Reference</i>. The WA Tool API provides programmatic access to the <a href='http://aws.amazon.com/well-archite...,Cloud,true
amazonaws-com-workdocs,https://api.apis.guru/v2/specs/amazonaws.com/workdocs/2016-05-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>The Amazon WorkDocs API is designed for the following use cases:</p> <ul> <li> <p>File Migration: File migration applications are supported for users who want to migrate their files from an on-p...,Cloud,true
amazonaws-com-worklink,https://api.apis.guru/v2/specs/amazonaws.com/worklink/2018-09-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"Amazon WorkLink is a cloud-based service that provides secure access to internal websites and web apps from iOS and Android phones. In a single step, your users, such as employees, can access inter...",Cloud,true
amazonaws-com-workmail,https://api.apis.guru/v2/specs/amazonaws.com/workmail/2017-10-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>WorkMail is a secure, managed business email and calendaring service with support for existing desktop and mobile email clients. You can access your email, contacts, and calendars using Microsof...",Cloud,true
amazonaws-com-workmailmessageflow,https://api.apis.guru/v2/specs/amazonaws.com/workmailmessageflow/2019-05-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,The WorkMail Message Flow API provides access to email messages as they are being sent and received by a WorkMail organization.,Cloud,true
amazonaws-com-workspaces,https://api.apis.guru/v2/specs/amazonaws.com/workspaces/2015-04-08/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon WorkSpaces Service</fullname> <p>Amazon WorkSpaces enables you to provision virtual, cloud-based Microsoft Windows or Amazon Linux desktops for your users, known as <i>WorkSpaces</...",Cloud,true
amazonaws-com-xray,https://api.apis.guru/v2/specs/amazonaws.com/xray/2016-04-12/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon Web Services X-Ray provides APIs for managing debug traces and retrieving service maps and other data created by processing those traces.,Cloud,true
amentum-space-atmosphere,https://api.apis.guru/v2/specs/amentum.space/atmosphere/1.1.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_amentumspace_profile_image.svg.jpeg,Instantly access empirical models of atmospheric density and  composition that are recommended by the Committee on Space Research (COSPAR) for  satellite drag calculations. <br><br>,Location,true
amentum-space-aviation_radiation,https://api.apis.guru/v2/specs/amentum.space/aviation_radiation/1.5.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_amentumspace_profile_image.svg,Our atmosphere protects us from a hostile space radiation environment comprising high energy particles of solar and intergalactic origin. Solar radiation is significant during unpredictable and sho...,Location,true
amentum-space-gravity,https://api.apis.guru/v2/specs/amentum.space/gravity/1.1.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_amentumspace_profile_image.svg,The gravitational field of the earth is non-uniform.  The <a href='https://en.wikipedia.org/wiki/Geoid'>geoid</a> is the shape the,Location,true
amentum-space-space_radiation,https://api.apis.guru/v2/specs/amentum.space/space_radiation/1.1.2/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_amentumspace_profile_image.svg,Space has a hostile radiation environment that increases the risk of cancers in humans and malfunctions in spacecraft electronics. The types of space  radiation of primary concern are:,Location,true
anchore-io,https://api.apis.guru/v2/specs/anchore.io/0.1.20/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_anchore_profile_image.jpeg,This is the Anchore Engine API. Provides the primary external API for users of the service.,Developer_tools,true
apache-org,https://api.apis.guru/v2/specs/apache.org/2.5.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_TheASF_profile_image.svg,# Overview,Communication,true
apache-org-airflow,https://api.apis.guru/v2/specs/apache.org/airflow/2.5.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_TheASF_profile_image.svg,# Overview,Communication,true
apache-org-qakka,https://api.apis.guru/v2/specs/apache.org/qakka/v1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_TheASF_profile_image.svg.png,API for Qakka Queue System,Communication,true
apacta-com,https://api.apis.guru/v2/specs/apacta.com/0.0.42/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_apactadk_profile_image.png,"API for a tool to craftsmen used to register working hours, material usage and quality assurance.",Time_management,true
api-ebay-com-sell-account,https://api.apis.guru/v2/specs/api.ebay.com/sell-account/v1.9.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_ebay_profile_image.svg,"The <b>Account API</b> gives sellers the ability to configure their eBay seller accounts, including the seller's policies (eBay business policies and seller-defined custom policies), opt in and out...",Ecommerce,true
api-ebay-com-sell-analytics,https://api.apis.guru/v2/specs/api.ebay.com/sell-analytics/1.2.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_ebay_profile_image.svg,The <i>Analytics API</i> provides data and information about a seller and their eBay business.  <br><br>The resources and methods in this API let sellers review information on their listing perform...,Ecommerce,true
api-ebay-com-sell-compliance,https://api.apis.guru/v2/specs/api.ebay.com/sell-compliance/1.4.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter_com_ebay_profile_image.svg,"Service for providing information to sellers about their listings being non-compliant, or at risk for becoming non-compliant, against eBay listing policies.",Ecommerce,true
api-gov-uk-vehicle-enquiry,https://api.apis.guru/v2/specs/api.gov.uk/vehicle-enquiry/1.1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_GDSTeam_profile_image.png,Interface specification for the DVLA Vehicle Enquiry API,Open_data,true
api-video,https://api.apis.guru/v2/specs/api.video/1/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.datocms-assets.com_26885_1588249863-favicon.png,"api.video is an API that encodes on the go to facilitate immediate playback, enhancing viewer streaming experiences across multiple devices and platforms. You can stream live or on-demand online vi...",Media,true
api2cart-com,https://api.apis.guru/v2/specs/api2cart.com/1.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_API2Cart_profile_image.jpeg,API2Cart,Ecommerce,true
apicurio-local-registry,https://api.apis.guru/v2/specs/apicurio.local/registry/2.4.x/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,Apicurio Registry is a datastore for standard event schemas and API designs. Apicurio Registry enables developers to manage and share the structure of their data using a REST interface. For example...,Developer_tools,true
apideck-com-accounting,https://api.apis.guru/v2/specs/apideck.com/accounting/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Accounting API.,Developer_tools,true
apideck-com-ats,https://api.apis.guru/v2/specs/apideck.com/ats/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the ATS API.,Developer_tools,true
apideck-com-connector,https://api.apis.guru/v2/specs/apideck.com/connector/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Connector API.,Developer_tools,true
apideck-com-crm,https://api.apis.guru/v2/specs/apideck.com/crm/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the CRM API.,Developer_tools,true
apideck-com-customer-support,https://api.apis.guru/v2/specs/apideck.com/customer-support/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Customer Support API.,Developer_tools,true
apideck-com-ecommerce,https://api.apis.guru/v2/specs/apideck.com/ecommerce/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Ecommerce API.,Developer_tools,true
apideck-com-ecosystem,https://api.apis.guru/v2/specs/apideck.com/ecosystem/0.0.6/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Ecosystem API,Developer_tools,true
apideck-com-file-storage,https://api.apis.guru/v2/specs/apideck.com/file-storage/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the File Storage API.,Developer_tools,true
apideck-com-hris,https://api.apis.guru/v2/specs/apideck.com/hris/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the HRIS API.,Developer_tools,true
apideck-com-issue-tracking,https://api.apis.guru/v2/specs/apideck.com/issue-tracking/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Issue Tracking API.,Developer_tools,true
apideck-com-lead,https://api.apis.guru/v2/specs/apideck.com/lead/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Lead API.,Developer_tools,true
apideck-com-pos,https://api.apis.guru/v2/specs/apideck.com/pos/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the POS API.,Developer_tools,true
apideck-com-proxy,https://api.apis.guru/v2/specs/apideck.com/proxy/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Proxy API.,Developer_tools,true
apideck-com-sms,https://api.apis.guru/v2/specs/apideck.com/sms/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the SMS API.,Developer_tools,true
apideck-com-vault,https://api.apis.guru/v2/specs/apideck.com/vault/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Vault API 👋,Developer_tools,true
apideck-com-webhook,https://api.apis.guru/v2/specs/apideck.com/webhook/9.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_developers.apideck.com_icon.png,Welcome to the Webhook API.,Developer_tools,true
apigee-local-registry,https://api.apis.guru/v2/specs/apigee.local/registry/0.0.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,The Registry service allows teams to manage descriptions of APIs.,Developer_tools,true
apigee-net-marketcheck-cars,https://api.apis.guru/v2/specs/apigee.net/marketcheck-cars/2.01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_MarketcheckAPIs_profile_image.jpeg,One API serving data spanned across multiple verticals,Ecommerce,true
apimatic-io,https://api.apis.guru/v2/specs/apimatic.io/1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apimatic.io_img_theme_Convertron.svg,Transform API Descriptions from/to various formats,Developer_tools,true
apis-guru,https://api.apis.guru/v2/specs/apis.guru/2.2.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_branding_logo_vertical.svg,Wikipedia for Web APIs. Repository of API definitions in OpenAPI format.,Open_data,true
apisetu-gov-in-aaharjh,https://api.apis.guru/v2/specs/apisetu.gov.in/aaharjh/3.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,"Public distribution system (PDS) is an Indian food security system. Established by the Government of India under Ministry of Consumer Affairs, Food, and Public Distribution and managed jointly with...",Open_data,true
apisetu-gov-in-acko,https://api.apis.guru/v2/specs/apisetu.gov.in/acko/3.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,Insurance policies issued by Acko General Insurance (https://www.acko.com) can be fetched by the citizens in their Digilocker accounts.,Open_data,true
apisetu-gov-in-agtripura,https://api.apis.guru/v2/specs/apisetu.gov.in/agtripura/3.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,"APIs provided by Accountants General, Tripura.",Open_data,true
apisetu-gov-in-aharakar,https://api.apis.guru/v2/specs/apisetu.gov.in/aharakar/3.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,"Ration Cards issued by Food, Civil Supplies and Consumer Affairs Department, Karnataka (https://ahara.kar.nic.in) are available for download on DigiLocker.",Open_data,true
